Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,id,cluster
cereals rte chocolate-flavored frstd puffed corn,405.0,3.34,0.961,3.5,87.2,3.8,43.7,70.0,15.87,36,141.0,176.0,534.0,0.56,0.24,0.246,6.5,52.9,1.323,1.499,17.637,1.764,19.0,5.29,1324.0,0.11,0.0,3042,5
cereals rte general mills count chocula,383.0,5.4,0.6,4.69,84.5,5.0,33.09,370.0,16.7,30,222.0,228.0,488.0,13.89,0.148,0.0,6.5,22.2,1.39,1.6,18.5,1.85,19.0,5.59,526.0,0.62,3.7,2054,5
cereals rte post alpha-bits,389.0,10.0,1.1,4.6,80.3,7.1,21.0,35.0,30.0,99,309.0,267.0,592.0,5.0,0.3,0.0,20.9,20.0,1.3,1.4,16.7,1.7,19.0,5.0,741.0,0.31,6.7,7581,5
babyfood crl oatmeal w bananas dry,399.0,6.67,1.267,6.67,78.07,5.2,26.66,800.0,45.0,118,267.0,600.0,33.0,1.9,0.391,0.0,20.5,58.3,0.833,1.0,13.0,0.66,35.0,3.33,0.0,5,0.0,7290,5
cereals rte general mills golden grahams,374.0,5.3,0.4,3.2,85.1,5.6,35.0,323.0,14.5,26,129.0,206.0,772.0,12.1,0.206,1.848,5.6,19.4,1.2,1.4,16.1,1.613,19.0,4.8,472.0,0.64,3.2,1958,5
cereals rte kellogg kellogg's froot loops,375.0,5.3,1.8,3.4,88.0,9.3,41.7,10.0,15.5,31,74.0,117.0,469.0,5.2,0.089,0.56,5.9,52.0,1.29,1.47,17.2,1.72,19.0,5.2,501.0,0.15,3.5,4362,5
cereals cream of wheat inst dry,366.0,10.6,0.222,1.4,75.5,3.3,0.4,357.0,28.6,34,103.0,115.0,571.0,0.98,0.216,0.0,20.0,0.0,1.339,1.214,17.857,1.786,34.0,0.0,1341.0,0.11,0.0,5933,5
seal bearded (oogruk) meat part dried (alaska native),270.0,62.38,0.0,2.31,0.0,0.0,0.0,9.0,33.0,62,510.0,960.0,130.0,5.0,0.31,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,5463,5
cereals rte post honey bunches of oats honey rstd,401.0,7.12,0.64,5.46,81.19,4.2,19.79,23.0,34.82,50,156.0,209.0,454.0,5.03,0.59,1.278,7.3,0.0,1.223,1.25,17.8,2.64,19.0,9.67,806.0,1.22,4.6,5997,5
jams  preserves no sugar (with na saccharin) any flavor,132.0,0.3,0.016,0.3,,,53.42,2.5,37.81,9,0.4,5.0,9.0,69.0,0.0,0.06,0.024,0.0,1.7,0.0,0.0,0.0,0.0,0.02,9.0,0,0.0,2810,5
cereals rte ralston crispy hexagons,379.0,5.94,0.263,0.95,86.78,1.5,13.79,8.0,27.93,16,63.0,224.0,517.0,7.43,0.131,0.653,2.2,20.7,1.81,2.052,24.138,2.414,0.0,7.24,1256.0,0.05,8.6,7938,5
cereals rte kellogg's krave smores,401.0,7.3,2.4,10.89,76.4,9.4,31.7,57.0,14.5,32,97.0,245.0,342.0,5.0,0.0,0.0,0.0,48.0,1.21,1.37,16.1,1.61,0.0,5.0,0.0,0,3.3,5727,5
cereals rte general mills oat cluster cheerios crunch,378.0,8.5,1.0,4.6,80.7,7.0,27.9,296.0,16.7,59,222.0,285.0,489.0,13.9,0.282,0.0,21.1,22.2,1.4,1.6,18.5,1.852,19.0,5.6,554.0,0.31,3.7,3701,5
cereals rte general mills fiber one caramel delight,344.0,5.8,1.2,5.8,82.69,19.1,20.79,200.0,28.79,64,200.0,259.0,470.0,7.5,0.252,0.0,23.8,12.0,0.8,0.89,10.0,1.0,19.0,3.0,298.0,1.17,2.0,5907,5
cereals rte kellogg's spl k choc almond,375.0,7.59,1.39,5.09,81.5,10.3,27.5,105.0,25.7,74,196.0,312.0,545.0,4.0,0.0,0.0,0.0,75.0,1.87,2.13,25.0,2.5,0.0,7.0,0.0,0,5.4,895,5
nuts cocnt crm cnd swtnd,357.0,1.17,15.472,16.31,,,53.21,0.2,51.5,4,0.13,17.0,22.0,101.0,36.0,0.6,0.236,0.815,5.5,0.0,0.022,0.04,0.038,0.0289999999999999,14.0,0,0.0,2669,5
cereals rte general mills cheerios yogurt burst strawberry,400.0,6.67,1.667,5.23,81.75,6.7,30.0,333.0,15.0,80,200.0,200.0,567.0,12.5,0.227,0.0,17.8,20.0,1.25,1.417,16.667,1.667,15.0,5.0,750.0,0.33,3.3,3370,5
cereals rte general mills dulce de leche cheerios,378.0,6.5,1.0,5.69,82.0,7.3,20.89,370.0,33.29,59,222.0,272.0,509.0,13.89,0.0,0.0,0.0,55.6,1.39,1.6,18.5,1.85,0.0,5.59,0.0,0,3.7,126,5
cereals rte kellogg's krave choc crl,397.0,7.0,2.5,11.1,76.1,9.9,35.7,61.0,14.5,40,102.0,222.0,320.0,5.0,0.0,0.0,0.0,48.0,1.21,1.13,16.1,1.61,19.0,4.8,0.0,0,3.3,499,5
cereals rte general mills 25 less sugar trix,383.0,5.4,0.6,4.0,85.5,4.3,25.0,357.0,19.29,29,214.0,177.0,497.0,13.39,0.122,0.0,10.5,17.1,1.29,1.5,17.89,1.78,19.0,4.3,498.0,0.52,2.9,7317,5
cereals rte general mills frankenberry,386.0,5.5,0.5,4.3,85.4,4.2,27.29,303.0,13.6,24,182.0,163.0,458.0,11.39,0.129,0.0,19.8,18.2,1.1,1.29,15.19,1.51,19.0,4.5,420.0,0.77,3.0,6478,5
