Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,id,cluster
syrups corn lt,283.0,0.0,0.0,0.2,76.79,0.0,76.77,13.0,0.0,1,0.0,1.0,62.0,0.44,0.0,0.0,0.7,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6236,6
archway home style cookies frosty lemon,430.0,4.41,5.83,17.11,64.78,0.7,33.35,41.0,1.62,0,0.0,92.0,449.0,0.0,0.0,0.0,0.0,0.0,0.24,0.2,1.95,0.0,59.0,0.0,0.0,0,0.0,892,6
candies twizzlers strawberry twists candy,348.0,2.56,0.0,2.32,79.16,0.0,39.64,0.0,0.51,0,0.0,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6266,6
candies mars snackfood us milky way midnight bar,443.0,3.2,11.474,17.5,71.22,2.9,57.81,53.0,1.2,58,75.0,196.0,168.0,0.89,0.344,0.393,2.5,0.2,0.037,0.063,0.218,0.02,7.0,0.04,42.0,0.39,0.0,7047,6
kellogg's eggo biscuit scramblers bacon egg  chs,258.0,8.8,4.1,7.9,,,38.3,2.1,4.7,124,2.7,14.0,215.0,225.0,610.0,0.5,0.0,0.0,0.0,0.0,0.3,0.26,2.4,0.02,0.0,0.1,0.0,2699,6
inf formula  mead johnson next step prosobee pdr not recon,480.0,15.6,8.905,21.0,57.1,0.0,56.0,920.0,9.5,52,620.0,570.0,171.0,5.7,0.36,0.24,13.3,57.0,0.38,0.43,4.7,0.28,0.0,1.42,430.0,4.28,7.1,665,6
syrup nestle choc,269.0,0.0,0.0,0.0,67.21,0.0,60.0,0.0,0.0,40,58.0,122.0,150.0,0.55,0.308,0.308,1.5,0.0,0.006,0.031,0.173,0.009,3.0,0.0,0.0,0.01,0.0,3807,6
candies mars snackfood us twix choc fudge cookie bars,550.0,7.3,4.962,33.3,56.0,3.0,53.0,130.0,1.31,46,147.0,309.0,266.0,0.92,0.293,0.0,7.0,1.0,0.14,0.2,1.11,0.04,9.0,0.33,9.0,2.71,0.0,497,6
keebler waffle cones,424.0,6.5,0.86,5.3,87.7,1.8,31.6,0.0,3.0,15,80.0,100.0,149.0,0.7,0.0,0.0,0.0,0.0,0.54,0.33,4.34,0.03,0.0,0.0,0.0,0.05,0.0,482,6
nuts walnuts glazed,500.0,8.28,3.571,35.71,47.59,3.6,32.14,71.0,1.29,0,0.0,232.0,446.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,4042,6
girl scouts thin mints cookies,502.0,4.5,16.5,24.2,67.3,2.3,32.0,0.0,3.0,25,75.0,95.0,380.0,0.3,0.0,0.0,0.0,0.0,0.29,0.19,2.5,0.0,0.0,0.0,0.0,0,0.0,3338,6
cranberries dried swtnd,308.0,0.17,0.088,1.09,82.8,5.3,72.56,9.0,0.39,4,8.0,49.0,5.0,0.1,0.063,0.18,0.6,0.2,0.013,0.0279999999999999,0.548,0.038,0.0,0.0,2.0,2.1,0.0,5924,6
mother's iced oatmeal cookies,463.0,5.4,5.8,18.0,71.0,2.7,36.3,0.0,2.3,6,33.0,110.0,493.0,0.2,0.0,0.0,0.0,0.0,0.27,0.17,2.1,0.01,0.0,0.0,0.0,0,0.0,2402,6
glutino gluten free wafers lemon flav,515.0,0.0,10.501,24.18,74.39,0.0,42.31,9.0,0.18,3,39.0,36.0,111.0,0.03,0.0,0.019,0.0,0.0,0.045,0.074,0.065,0.0,0.0,0.0,0.0,3.12,0.0,698,6
keebler fudge shoppe pnut creme filled cookies,537.0,7.2,16.9,31.1,57.6,3.3,30.3,0.0,2.7,25,62.0,196.0,354.0,0.3,0.0,0.0,0.0,0.0,0.19,0.13,1.8,0.0,0.0,0.0,0.0,0,0.0,1781,6
sweeteners tabletop saccharin (sodium saccharin),360.0,0.94,0.0,0.0,89.11,0.0,85.19,0.0,0.04,0,0.0,4.0,428.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3645,6
cake pound commly prep fat-free,283.0,5.4,0.259,1.2,61.0,1.1,34.34,43.0,2.06,10,146.0,110.0,341.0,0.31,0.0579999999999999,0.137,5.3,0.0,0.125,0.302,0.686,0.012,4.0,0.0,29.0,0.01,0.0,7970,6
toaster pastries kellogg kellogg's pop tarts frstd choc fudg,384.0,4.9,3.2,9.3,70.4,2.1,35.0,192.0,3.5,23,99.0,167.0,437.0,0.5,0.0,0.0,0.0,0.0,0.29,0.33,3.8,0.38,0.0,0.0,0.0,0,0.0,750,6
cookies graham crackers chocolate-coated,500.0,4.0,17.2,25.8,66.78,2.2,37.3,46.0,2.0,16,87.0,267.0,265.0,0.2,0.194,0.464,11.1,0.1,0.27,0.15,1.7,0.064,12.0,0.1,2.0,0.99,0.0,5103,6
candies tootsie roll chocolate-flavor roll,387.0,1.59,0.967,3.31,87.73,0.1,56.32,36.0,0.8,22,57.0,116.0,44.0,0.4,0.13,0.047,2.2,0.0,0.0559999999999999,0.07,0.21,0.01,6.0,0.0,0.0,0.65,0.0,8487,6
kashi tlc happy trail mix cookies,451.0,8.1,4.1,18.1,63.86,13.7,26.6,0.0,0.0,60,186.0,241.0,249.0,1.1,0.0,0.0,0.0,0.0,0.2,0.07,1.4,0.06,9.0,0.0,0.0,0,0.0,1133,6
granola bar wcocnt choc coatd,531.0,5.2,22.72,32.2,55.2,6.2,34.27,42.0,1.75,56,154.0,254.0,152.0,1.17,0.319,0.0,16.4,0.5,0.14,0.08,0.42,0.12,9.0,0.07,0.0,0.3,0.0,1172,6
candies nestle baby ruth bar,459.0,5.4,12.1,21.6,64.8,2.0,54.0,47.0,0.63,43,94.0,249.0,230.0,0.72,0.225,0.351,2.5,0.0,0.0579999999999999,0.121,1.251,0.042,12.0,0.06,0.0,0.93,0.0,840,6
strudel apple,274.0,3.3,2.044,11.2,41.1,2.2,25.75,15.0,0.42,9,33.0,149.0,135.0,0.19,0.03,0.19,6.1,1.7,0.04,0.025,0.33,0.046,6.0,0.22,6.0,1.42,0.0,40,6
granola bar soft milk choc coatd pnut butter,536.0,9.6,17.065,31.2,54.1,3.8,23.63,108.0,1.45,67,227.0,339.0,193.0,1.47,0.323,0.0,15.7,0.6,0.1,0.21,3.29,0.11,25.0,0.46,8.0,4.59,0.0,3642,6
keebler el fudge double stuffed cookies,512.0,4.6,10.5,24.8,67.6,4.1,38.5,0.0,2.6,0,64.0,135.0,266.0,0.0,0.0,0.0,0.0,0.0,0.28,0.18,2.14,0.0,0.0,0.0,0.0,0,0.0,6412,6
candies fudge choc w nuts prepared-from-recipe,461.0,4.38,6.489,18.93,67.93,2.5,63.37,57.0,1.97,55,114.0,183.0,39.0,1.43,0.526,0.885,2.9,0.2,0.067,0.095,0.315,0.088,16.0,0.07,38.0,0.26,0.0,6560,6
beverages choc syrup,279.0,2.1,0.519,1.13,65.1,2.6,49.65,14.0,2.11,65,129.0,224.0,72.0,0.73,0.512,0.382,1.4,0.2,0.009,0.05,0.322,0.006,2.0,0.0,0.0,0.02,0.0,5541,6
milk cnd cond swtnd,321.0,7.91,5.486,8.7,54.4,0.0,54.4,284.0,0.19,26,253.0,371.0,127.0,0.94,0.015,0.006,14.8,2.6,0.09,0.416,0.21,0.051,11.0,0.44,74.0,0.16,0.2,4533,6
archway home style cookies  old fashioned windmill cookies,468.0,5.17,3.75,17.55,72.23,1.8,32.64,36.0,3.06,0,0.0,113.0,471.0,0.0,0.0,0.0,0.0,0.0,0.34,0.25,2.94,0.0,0.0,0.0,0.0,0,0.0,10115,6
keebler ready crust shortbread pie crust,502.0,4.4,5.1,23.1,69.1,1.3,26.6,0.0,2.3,0,89.0,8.0,430.0,0.0,0.0,0.0,0.0,0.0,0.3,0.22,2.6,0.0,0.0,0.0,0.0,0,0.0,5803,6
keebler fudge shoppe magic middles fudge filled cookies orig,521.0,5.0,9.9,28.2,62.5,1.9,33.0,0.0,1.2,8,41.0,45.0,187.0,0.3,0.0,0.0,0.0,0.0,0.3,0.2,2.2,0.02,0.0,0.0,0.0,0,0.0,8454,6
inf form mead johnson enfamil nutramigen wiron pdr notrecn,502.0,14.2,10.99,25.0,55.0,0.0,55.0,470.0,8.9,55,310.0,550.0,230.0,5.0,0.37,0.124,13.9,60.0,0.4,0.45,5.0,0.3,0.0,1.49,450.0,6.6,6.3,4523,6
cookies choc sndwch wcreme filling reg chocolate-coated,481.0,3.6,7.426,26.4,66.4,5.2,49.58,35.0,3.13,39,90.0,240.0,326.0,0.58,0.315,0.372,3.2,0.0,0.095,0.204,1.373,0.044,7.0,0.05,2.0,1.58,0.0,1454,6
candies mars snackfood us milkywaycaraml milkchocov,463.0,4.28,13.157,19.17,68.49,0.7,58.65,141.0,0.34,0,0.0,0.0,273.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6174,6
mother's jungle animal cookies,514.0,3.8,24.3,25.3,68.3,0.8,44.2,0.0,1.5,10,63.0,98.0,192.0,0.4,0.0,0.0,0.0,0.0,0.23,0.2,1.8,0.02,0.0,0.0,0.0,0,0.0,7635,6
cake yel commly prep w choc frstng in-store bakery,379.0,3.16,5.793,17.75,55.36,1.5,39.22,32.0,2.03,20,138.0,187.0,310.0,0.42,0.159,0.222,5.9,0.0,0.043,0.093,0.8,0.0,8.0,0.0,7.0,4.5,0.2,569,6
keebler chips deluxe choc lovers cookies,508.0,5.5,11.7,27.2,63.0,3.1,34.0,0.0,3.6,52,154.0,200.0,417.0,0.9,0.0,0.0,0.0,0.0,0.28,0.2,2.1,0.02,0.0,0.0,0.0,0,0.2,936,6
desserts pudd choc dry mix reg,362.0,2.6,1.234,2.1,89.3,4.5,42.88,53.0,1.82,67,88.0,209.0,479.0,0.9,0.518,0.537,3.3,0.0,0.015,0.071,0.33,0.016,4.0,0.0,0.0,0.01,0.0,3766,6
keebler ready crust choc pie crust,490.0,5.1,5.0,22.05,67.7,1.8,28.7,0.0,2.92,29,138.0,123.0,507.0,0.0,0.0,0.0,0.0,0.0,0.29,0.195,2.45,0.0,0.0,0.0,0.0,0,0.0,2102,6
snac  grano bar  gener mills nature vall  swesal nut  peanu,487.0,9.14,6.857,22.86,61.14,2.9,33.14,57.0,1.44,102,272.0,390.0,414.0,1.77,0.339,1.157,10.0,0.3,0.357,0.528,3.413,0.32,21.0,0.25,142.0,6.89,0.0,9215,6
cake boston crm pie commly prep,252.0,2.4,2.445,8.5,42.9,1.4,36.11,23.0,0.38,6,49.0,39.0,254.0,0.16,0.042,0.05,4.1,0.2,0.408,0.27,0.191,0.026,8.0,0.16,24.0,0.15,0.1,553,6
candies nestle crunch bardssrt topping,500.0,5.0,16.0,26.0,67.0,1.9,55.0,100.0,0.7,0,0.0,305.0,150.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6945,6
inf formula pbm products store brand soy pdr,508.0,13.6,12.37,27.2,52.2,0.0,52.2,453.0,9.1,51,317.0,528.0,151.0,3.8,0.355,0.0,11.0,42.0,0.5,0.76,3.78,0.32,0.0,1.5,473.0,3.24,7.6,1161,6
candies praline prepared-from-recipe,485.0,3.3,2.224,25.9,59.59,3.5,55.79,43.0,1.29,49,104.0,217.0,48.0,1.67,0.494,1.682,1.8,0.3,0.203,0.053,0.415,0.077,6.0,0.0,1.0,0.5,0.0,4789,6
frostings crm cheese-flavor rte,415.0,0.1,4.545,17.3,67.32,0.0,63.54,3.0,0.16,2,3.0,35.0,191.0,0.02,0.02,0.013,0.5,0.0,0.0,0.006,0.011,0.0,0.0,0.0,0.0,0,0.0,5722,6
baking choc mexican squares,426.0,3.64,8.606,15.59,77.41,4.0,69.4,34.0,2.18,95,142.0,397.0,3.0,1.26,0.67,0.449,1.8,0.1,0.057,0.105,1.829,0.034,5.0,0.0,0.0,0.36,0.0,7461,6
marmalade orange,246.0,0.3,0.0,0.0,66.3,0.7,60.0,38.0,0.15,2,4.0,37.0,56.0,0.04,0.09,0.02,0.6,4.8,0.005,0.025,0.052,0.019,9.0,0.0,3.0,0.06,0.0,4834,6
candies swt choc coatd fondant,366.0,2.2,5.46,9.3,80.4,2.1,71.42,17.0,1.56,63,95.0,168.0,26.0,0.45,0.43,0.4,1.6,0.0,0.026,0.0579999999999999,0.575,0.01,3.0,0.0,0.0,0.13,0.0,686,6
keebler fudge shoppe fudge stripes mini,497.0,4.2,13.8,23.1,68.7,1.8,31.8,0.0,1.0,12,75.0,222.0,367.0,0.2,0.0,0.0,0.0,0.0,0.36,0.21,2.2,0.0,0.0,0.0,0.0,0,0.0,9955,6
inf formula mead johnson enfamil premium lipil infant pdr,510.0,10.8,11.161,27.0,57.0,0.0,57.0,390.0,9.2,41,220.0,550.0,138.0,5.1,0.38,0.077,14.4,62.0,0.41,0.72,5.0,0.31,0.0,1.54,458.0,6.9,7.5,6944,6
sauce hoisin rts,220.0,3.31,0.568,3.39,44.08,2.8,27.26,32.0,1.01,24,38.0,119.0,1615.0,0.32,0.128,0.254,1.8,0.4,0.004,0.217,1.17,0.062,23.0,0.0,0.0,0.28,0.0,5610,6
toaster pastries kellogg kellog's pop tarts frstd strawberry,390.0,4.1,3.1,9.8,71.7,1.3,30.3,0.0,4.8,6,44.0,53.0,331.0,0.3,0.0,0.0,0.0,0.0,0.29,0.33,3.8,0.4,0.0,0.0,368.0,0,0.0,8656,6
cookies choc crm covered biscuit stks,447.0,10.0,12.584,22.5,51.08,5.0,25.0,50.0,0.9,36,184.0,181.0,213.0,0.9,0.225,0.0,14.7,0.0,0.071,0.199,0.641,0.048,17.0,0.4,1.0,8.87,0.0,9,6
popcorn caramel-coated wopnuts,431.0,3.8,3.61,12.8,79.1,5.2,53.19,43.0,1.74,35,83.0,109.0,206.0,0.58,0.119,0.22,3.6,0.0,0.065,0.07,2.2,0.0279999999999999,5.0,0.01,2.0,1.2,0.0,3680,6
keebler almond crescents cookies holiday,482.0,5.1,6.3,20.5,70.1,1.6,26.0,0.0,2.8,4,31.0,28.0,407.0,0.0,0.0,0.0,0.0,0.0,0.39,0.25,3.3,0.0,0.0,0.0,0.0,0,0.0,437,6
keebler baker's treasures oatmeal raisin cookie soft,420.0,6.1,4.6,14.4,69.1,3.6,32.3,0.0,2.6,10,45.0,180.0,321.0,0.2,0.0,0.0,0.0,0.0,0.29,0.27,2.2,0.03,0.0,0.0,0.0,0,0.0,2141,6
candies mr goodbar choc bar,538.0,10.22,14.13,33.21,54.34,3.8,47.22,110.0,1.39,47,163.0,394.0,41.0,0.93,0.17,0.0,0.0,0.9,0.14,0.14,3.44,0.07,38.0,0.33,35.0,3.17,0.0,1711,6
sugars maple,354.0,0.1,0.036,0.2,90.9,0.0,84.87,90.0,1.61,19,3.0,274.0,11.0,6.06,0.099,4.422,0.8,0.0,0.009,0.013,0.04,0.003,0.0,0.0,0.0,0,0.0,9840,6
cake angelfood dry mix prep,257.0,6.1,0.043,0.3,58.7,0.2,30.51,84.0,0.23,8,232.0,135.0,511.0,0.13,0.068,0.063,15.3,0.0,0.092,0.202,0.171,0.006,5.0,0.03,0.0,0.01,0.0,4544,6
snacks  granola bar  quaker  dipps  all flavors,480.0,7.52,8.693,20.42,64.96,3.2,37.61,65.0,1.16,55,162.0,231.0,269.0,1.2,0.217,1.138,14.6,0.3,0.132,0.0969999999999999,1.007,0.115,12.0,0.06,4.0,4.19,0.1,8792,6
keebler fudge shoppe fudge stripes dk choc,487.0,4.3,14.5,21.5,70.1,3.1,39.9,0.0,2.1,43,68.0,360.0,370.0,0.4,0.0,0.0,0.0,0.0,0.27,0.18,2.0,0.01,0.0,0.0,0.0,0,0.1,8639,6
kellogg's pop-tarts frstd blueberry muffin toaster pastries,397.0,4.0,3.5,10.9,70.9,1.1,27.6,0.0,3.6,6,45.0,65.0,398.0,0.3,0.0,0.0,0.0,0.0,0.3,0.34,4.0,0.4,0.0,0.0,300.0,0,0.0,4622,6
coffeecake cinn wcrumb topping dry mix prep,318.0,5.5,1.855,9.6,52.8,1.2,29.53,136.0,1.43,18,215.0,112.0,421.0,0.45,0.149,0.31,16.7,0.2,0.167,0.175,1.519,0.05,12.0,0.14,35.0,0.2,0.5,191,6
inf formula  gerber  good start 2  protect plus  pdr,501.0,11.1,11.016,25.7,56.3,0.0,56.3,956.0,10.0,36,543.0,553.0,138.0,4.1,0.41,0.077,15.0,61.0,0.512,0.717,5.376,0.384,0.0,1.7,457.0,4.5,7.7,1452,6
candies caramels,382.0,4.6,2.476,8.1,77.0,0.0,65.5,138.0,0.14,17,114.0,214.0,245.0,0.44,0.018,0.011,1.8,0.4,0.103,0.256,0.148,0.0559999999999999,4.0,0.3,12.0,0.46,0.0,10118,6
keebler fudge shoppe fudge stks,529.0,2.6,16.9,27.1,68.8,1.3,53.0,0.0,1.3,19,49.0,184.0,131.0,0.3,0.0,0.0,0.0,0.0,0.14,0.11,1.1,0.01,0.0,0.0,0.0,0,0.0,6658,6
kellogg's pop-tarts frstd pumpkin pie toaster pastries,394.0,4.7,3.4,10.5,70.6,1.5,28.6,0.0,3.6,30,58.0,97.0,345.0,0.3,0.0,0.0,0.0,0.0,0.3,0.34,4.0,0.4,0.0,0.0,300.0,0,0.0,725,6
candies white choc,539.0,5.87,19.412,32.09,59.24,0.2,59.0,199.0,0.24,12,176.0,286.0,90.0,0.74,0.06,0.008,4.5,0.5,0.063,0.282,0.745,0.0559999999999999,7.0,0.56,9.0,0.96,0.0,2596,6
girl scouts samoas cookies,489.0,3.5,17.7,25.8,64.1,4.4,35.8,0.0,3.2,30,76.0,195.0,182.0,0.5,0.0,0.0,0.0,0.0,0.14,0.12,1.2,0.05,0.0,0.0,0.0,0,0.0,8791,6
puddings banana dry mix reg,366.0,0.0,0.09,0.4,93.0,0.3,74.32,20.0,0.05,8,5.0,17.0,788.0,0.09,0.02,0.013,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2984,6
keebler country style oatmeal cookies w raisins,482.0,6.5,6.9,21.3,67.0,3.6,29.9,0.0,2.2,9,41.0,141.0,362.0,0.2,0.0,0.0,0.0,0.0,0.31,0.19,2.0,0.02,0.0,0.0,0.0,0,0.0,7179,6
candies milk choc coatd pnuts,519.0,13.1,14.6,33.5,49.7,4.7,37.59,104.0,1.31,96,212.0,502.0,41.0,2.6,0.544,0.945,5.4,0.0,0.116,0.174,4.249,0.1,51.0,0.53,41.0,2.4,0.0,4810,6
candies fudge pnut butter prepared-from-recipe,387.0,3.78,1.721,6.59,77.75,0.7,73.36,42.0,0.22,20,68.0,119.0,118.0,0.48,0.0559999999999999,0.164,2.2,0.0,0.022,0.0819999999999999,1.439,0.066,9.0,0.14,9.0,1.01,0.0,9481,6
cereals kashi heart to heart inst oatmeal gldn brwn mple dry,356.0,11.39,1.1,5.09,73.59,12.7,23.79,25.0,1.79,0,0.0,527.0,220.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7719,6
candies milk choc,535.0,7.65,18.509,29.66,59.4,3.4,51.5,189.0,2.35,63,208.0,372.0,79.0,2.3,0.491,0.471,4.5,0.0,0.112,0.298,0.386,0.036,11.0,0.75,59.0,0.51,0.0,1990,6
cereals rte mom's best honey nut toasty o's,388.0,8.6,0.55,4.51,79.84,6.3,30.17,380.0,3.02,92,315.0,241.0,683.0,0.01,0.0,0.0,0.0,0.0,0.3,0.1,1.33,0.01,30.0,0.02,0.0,0,0.0,2356,6
peaches dried sulfured unckd,239.0,3.61,0.0819999999999999,0.76,61.33,8.2,41.74,28.0,4.06,42,119.0,996.0,7.0,0.57,0.364,0.305,0.5,4.8,0.002,0.212,4.375,0.067,0.0,0.0,108.0,0.19,0.0,4723,6
candies mars snackfood us twix caramel cookie bars,502.0,4.91,18.96,24.85,64.8,1.1,48.25,106.0,0.81,27,105.0,186.0,198.0,1.06,0.197,0.273,4.3,0.6,0.155,0.208,1.109,0.025,9.0,0.33,20.0,0.74,0.0,3572,6
keebler sandies dk choc almond shortbread cookies,540.0,6.1,10.8,31.0,59.9,2.6,26.5,0.0,3.1,32,77.0,121.0,303.0,0.6,0.0,0.0,0.0,0.0,0.33,0.22,2.5,0.02,0.0,0.0,0.0,0.45,0.0,325,6
corn cakes,387.0,8.1,0.42,2.4,83.4,1.9,23.47,19.0,1.4,114,157.0,157.0,488.0,2.0,0.42,1.815,9.9,0.0,0.25,0.05,5.15,0.14,19.0,0.0,70.0,0,0.0,8108,6
beverages tea inst lemon swtnd pdr,401.0,0.12,0.0969999999999999,0.73,98.55,0.7,95.29,2.0,0.21,3,2.0,169.0,5.0,0.03,0.01,1.41,0.6,0.0,0.011,0.0,0.125,0.015,1.0,0.0,0.0,0,0.0,723,6
sauce barbecue kraft original,172.0,0.74,0.038,0.62,40.77,0.4,32.26,47.0,0.79,15,19.0,247.0,1242.0,0.16,0.091,0.126,0.0,0.2,0.023,0.05,0.52,0.083,0.0,0.0,10.0,0.66,0.0,7016,6
inf formula mead johnson  pregestimil  wiron  pdr no recon,519.0,14.0,16.8,28.0,52.8,0.0,51.0,580.0,9.4,55,380.0,550.0,240.0,5.0,0.38,0.0,14.0,60.0,0.4,0.45,5.0,0.3,0.0,1.5,570.0,13.4,7.0,8841,6
inf formula  abb nutr  simi  isomi  advan w iro  pd not rec,517.0,12.6,9.167,28.09,53.57,0.0,52.97,540.0,9.26,39,386.0,555.0,226.0,3.86,0.386,0.129,10.8,46.3,0.309,0.463,6.943,0.309,0.0,2.31,462.0,5.1,7.7,2229,6
inf formula mead johnson enfamil premium infant pdr,510.0,10.8,11.161,27.0,57.0,0.0,57.0,390.0,9.2,41,220.0,550.0,138.0,5.1,0.38,0.077,14.4,62.0,0.41,0.72,5.0,0.31,0.0,1.54,458.0,6.9,7.5,281,6
keebler fudge shoppe fudge stripes oatmeal,478.0,5.5,14.7,23.8,66.4,7.1,33.1,0.0,1.3,13,72.0,252.0,367.0,0.2,0.0,0.0,0.0,0.0,0.22,0.12,1.2,0.0,0.0,0.0,0.0,0,0.0,4250,6
child formula mead johnson portagen w iron pdr not recon,483.0,16.5,19.186,22.0,54.8,0.0,54.0,440.0,8.8,98,330.0,590.0,260.0,4.4,0.74,0.0,0.0,38.0,0.74,0.88,9.8,0.98,0.0,2.9,1110.0,9.8,9.3,5187,6
jamspreserves apricot,242.0,0.7,0.01,0.2,64.4,0.3,43.4,20.0,0.49,4,3.0,77.0,40.0,0.06,0.1,0.04,2.0,8.8,0.0,0.022,0.036,0.02,1.0,0.0,10.0,0.13,0.0,5737,6
kellogg's pop-tarts ice crm shoppe frstd ice creme sndwch to,390.0,4.6,3.8,10.9,69.4,3.5,23.5,208.0,3.8,18,101.0,104.0,374.0,0.5,0.0,0.0,0.0,0.0,0.31,0.35,4.2,0.4,0.0,0.0,313.0,0,0.0,9992,6
candies york bites,394.0,1.78,4.43,7.32,81.64,2.0,75.0,10.0,0.94,1,3.0,108.0,46.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1977,6
keebler animals iced cookies,459.0,5.6,5.0,15.6,74.2,1.6,26.7,0.0,3.1,12,61.0,66.0,337.0,0.4,0.0,0.0,0.0,0.0,0.42,0.27,3.6,0.02,0.0,0.0,0.0,0,0.0,6994,6
keebler traditions iced oatmeal cookies,463.0,5.4,5.8,18.0,71.0,2.7,36.3,0.0,2.3,6,33.0,110.0,493.0,0.2,0.0,0.0,0.0,0.0,0.27,0.17,2.1,0.01,0.0,0.0,0.0,0,0.0,3230,6
puddings tapioca dry mix,369.0,0.1,0.0,0.1,94.3,0.2,65.0,4.0,0.12,2,4.0,5.0,477.0,0.08,0.0289999999999999,0.033,0.9,0.0,0.001,0.006,0.004,0.001,0.0,0.0,0.0,0,0.0,9074,6
candied fruit,322.0,0.34,0.01,0.07,82.74,1.6,80.68,18.0,0.17,4,5.0,56.0,98.0,0.05,0.0289999999999999,0.111,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,0.0,10176,6
cranberry juc cocktail frz conc,201.0,0.05,0.0,0.0,51.45,0.2,42.5,11.0,0.3,5,5.0,49.0,4.0,0.07,0.02,0.14,0.0,45.8,0.023,0.032,0.04,0.049,0.0,0.0,2.0,0,0.0,9249,6
inf formula abbott nutr similac advanc w iron pdr not recon,522.0,10.89,9.873,28.87,54.73,0.0,54.73,410.0,9.47,32,221.0,552.0,126.0,3.94,0.473,0.026,11.6,47.3,0.526,0.789,5.522,0.316,0.0,1.32,473.0,5.29,7.9,1420,6
archway home style cookies pnut butter,480.0,9.0,5.39,24.28,58.48,2.8,32.55,35.0,2.72,0,0.0,209.0,404.0,0.0,0.0,0.0,0.0,0.0,0.24,0.2,4.37,0.0,0.0,0.0,0.0,0,0.0,4612,6
murray southern kitchen oatmeal cookies,478.0,7.1,6.3,20.1,67.7,4.5,30.9,0.0,2.1,6,28.0,123.0,325.0,0.2,0.0,0.0,0.0,0.0,0.29,0.16,1.7,0.01,0.0,0.0,0.0,0,0.0,5158,6
candies fudge vanilla w nuts,435.0,3.0,3.828,13.69,74.61,0.9,71.0,47.0,0.41,24,73.0,103.0,42.0,0.56,0.219,0.466,2.2,0.1,0.051,0.085,0.179,0.077,12.0,0.07,41.0,0.22,0.0,612,6
keebler chips deluxe dk choc chunk cookies,518.0,4.3,11.0,27.5,64.0,2.6,31.2,0.0,2.8,33,47.0,173.0,437.0,0.5,0.0,0.0,0.0,0.0,0.33,0.17,2.0,0.0,0.0,0.0,0.0,0,0.3,2364,6
toaster pastries kellogg kellogg's pop tarts brwn sugar cinn,438.0,5.4,2.08,18.4,64.4,1.5,25.4,31.0,3.6,16,63.0,135.0,380.0,1.22,0.08,0.0,0.0,0.0,0.3,0.34,4.0,0.4,80.0,0.0,0.0,0,0.0,9758,6
popcorn sugar syrupcaramel fat-free,381.0,2.0,0.2,1.4,90.06,2.5,64.68,18.0,0.8,27,55.0,110.0,286.0,0.62,0.14,0.0,3.6,0.0,0.038,0.0579999999999999,0.342,0.047,4.0,0.0,2.0,0.13,0.0,7587,6
cake cherry fudge wchoc frstng,264.0,2.4,5.066,12.5,38.0,0.5,32.94,48.0,1.1,19,105.0,166.0,164.0,0.28,0.057,0.067,3.4,13.6,0.03,0.19,0.7,0.06,8.0,0.21,80.0,0.75,0.3,7427,6
candies mars snackfood us mm's crispy choc candies,475.0,4.28,11.651,19.32,72.4,2.0,58.94,90.0,0.86,0,0.0,0.0,136.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6563,6
inf formula  mead johns  enfa  enfa  gentl  todd  lipi  pow,494.0,12.9,11.76,26.0,52.0,0.0,52.0,970.0,9.9,40,650.0,650.0,200.0,5.0,0.37,0.075,13.9,60.0,0.4,0.7,5.0,0.3,0.0,1.49,452.0,4.46,7.5,1876,6
apples dehyd (lo moist) sulfured unckd,346.0,1.32,0.095,0.58,93.53,12.4,81.13,19.0,2.0,22,55.0,640.0,124.0,0.29,0.271,0.128,1.8,2.2,0.046,0.13,0.68,0.28,1.0,0.0,4.0,0.75,0.0,5067,6
