Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,id,cluster
basil fresh,23.0,3.15,0.0409999999999999,0.64,2.65,1.6,0.3,177.0,3.17,64,56.0,295.0,4.0,0.81,0.385,1.148,0.3,18.0,0.034,0.076,0.902,0.155,68.0,0.0,264.0,0.8,0.0,9960,0
lima bns lrg mature seeds ckd bld wosalt,115.0,7.8,0.089,0.38,20.88,7.0,2.9,17.0,2.39,43,111.0,508.0,2.0,0.95,0.235,0.516,4.5,0.0,0.161,0.055,0.421,0.161,83.0,0.0,0.0,0.18,0.0,2587,0
brinjal-16,24.617,1.26,0.08365,0.34,3.46,3.74,0.99,18.33,0.32,17.06,29.86,294.0,3.22,0.19,0.07,0.18,0.0,1.53,0.04,0.11,0.44,0.1,30.87,0.0,0.0,0.09,0.0007599999999999,1627,0
spaghettios spaghettios w meatballs,95.0,4.37,0.992,2.78,12.7,1.6,3.17,60.0,1.43,16,79.0,282.0,238.0,0.6,0.0,0.0,0.0,2.4,0.06,0.067,1.19,0.0,0.0,0.0,0.0,0,0.4,10198,0
beverages tea inst lemon swtnd prep w h2o,35.0,0.01,0.008,0.06,8.61,0.1,8.33,2.0,0.02,1,0.0,15.0,2.0,0.01,0.0069999999999999,0.124,0.1,0.0,0.001,0.0,0.011,0.001,0.0,0.0,0.0,0,0.0,10016,0
brinjal-5,26.529,1.38,0.06924,0.29,4.02,4.13,0.99,17.03,0.36,25.36,33.13,227.0,4.03,0.2,0.11,0.16,0.0,3.15,0.07,0.11,0.49,0.08,32.21,0.0,12.7,0.1,0.00161,2302,0
mountain yam hawaii raw,67.0,1.34,0.022,0.1,16.3,2.5,0.31,26.0,0.44,12,34.0,418.0,13.0,0.27,0.11,0.242,0.7,2.6,0.102,0.019,0.481,0.179,14.0,0.0,0.0,0.21,0.0,8718,0
cauliflower frz ckd bld drnd wosalt,19.0,1.61,0.034,0.22,3.75,2.7,1.05,17.0,0.41,9,24.0,139.0,18.0,0.13,0.024,0.15,0.6,31.3,0.037,0.053,0.31,0.088,41.0,0.0,0.0,0.06,0.0,7324,0
cherries sour red cnd ex hvy syrup pk solliquids,114.0,0.71,0.021,0.09,29.23,0.8,0.0,10.0,1.26,5,9.0,91.0,7.0,0.06,0.065,0.07,0.0,1.9,0.016,0.038,0.163,0.044,7.0,0.0,35.0,0,0.0,3953,0
campbell's red  white crm of broccoli soup cond,73.0,1.61,1.21,4.03,9.68,0.8,2.42,16.0,0.29,0,0.0,77.0,605.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5614,0
beans great northern mature seeds cnd,114.0,7.37,0.12,0.39,21.02,4.9,1.41,53.0,1.57,51,136.0,351.0,370.0,0.65,0.16,0.408,4.1,1.3,0.143,0.06,0.461,0.106,81.0,0.0,0.0,0.79,0.0,6681,0
soup onion cnd cond,46.0,3.06,0.21,1.42,6.68,0.7,2.72,22.0,0.55,2,9.0,56.0,516.0,0.5,0.1,0.2,3.5,1.0,0.027,0.02,0.49,0.04,12.0,0.0,3.0,0.22,0.0,8867,0
potatoes bld ckd in skn flesh wosalt,87.0,1.87,0.026,0.1,20.13,1.8,0.91,5.0,0.31,22,44.0,379.0,4.0,0.3,0.188,0.138,0.3,13.0,0.106,0.02,1.439,0.299,10.0,0.0,0.0,0.01,0.0,9517,0
sauce barbecue open pit original,132.0,0.44,0.0,1.41,29.45,0.5,23.49,20.0,0.15,5,17.0,56.0,1517.0,0.12,0.015,0.071,0.0,0.0,0.015,0.022,0.16,0.015,0.0,0.0,1.0,0.21,0.0,531,0
campbell's 98 fat free crm of celery soup cond,56.0,0.81,0.806,2.42,,,7.26,1.6,0.81,16,0.0,0.0,0.0,484.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2704,0
taro leaves ckd stmd wsalt,24.0,2.72,0.083,0.41,3.89,2.0,0.0,86.0,1.18,20,27.0,460.0,238.0,0.21,0.14,0.371,0.9,35.5,0.139,0.38,1.267,0.072,48.0,0.0,212.0,0,0.0,8476,0
tomatoes red ripe cnd packed in tomato juc,16.0,0.79,0.034,0.25,3.47,1.9,2.55,33.0,0.57,10,17.0,191.0,115.0,0.12,0.052,0.068,0.7,12.6,0.575,0.055,0.712,0.111,8.0,0.0,20.0,0.59,0.0,2022,0
fruit salad cnd hvy syrup solliquids,73.0,0.34,0.01,0.07,19.11,1.0,18.11,6.0,0.28,5,9.0,80.0,6.0,0.07,0.064,0.145,0.5,2.4,0.015,0.021,0.347,0.032,3.0,0.0,25.0,0.4,0.0,8892,0
beans navy mature seeds sprouted ckd bld drnd wosalt,78.0,7.07,0.098,0.81,15.01,0.0,0.0,16.0,2.11,111,103.0,317.0,14.0,0.97,0.389,0.446,0.6,17.3,0.381,0.235,1.263,0.198,106.0,0.0,0.0,0,0.0,559,0
gravy campbell's country style crm,76.0,1.69,1.695,5.08,5.08,0.0,1.69,0.0,0.0,0,0.0,0.0,322.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1176,0
fruit cocktail cnd hvy syrup drnd,70.0,0.47,0.0139999999999999,0.1,18.8,1.7,17.14,7.0,0.29,5,12.0,90.0,6.0,0.08,0.086,0.0,0.5,1.9,0.019,0.021,0.374,0.051,3.0,0.0,14.0,0.6,0.0,7005,0
alcoholic bev distilled all (gin rum vodka whiskey) 86 proof,250.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.04,0,4.0,2.0,1.0,0.04,0.021,0.018,0.0,0.0,0.006,0.004,0.013,0.001,0.0,0.0,0.0,0,0.0,4172,0
bottle gourd  round  pale green ,13.623,0.42,0.0410699999999999,0.12,2.53,2.1,0.34,15.05,0.28,10.93,16.01,116.0,1.52,0.15,0.05,0.13,1.77,4.54,0.03,0.01,0.14,0.02,49.59,0.0,3.49,0.01,0.0007,421,0
currants  black ,54.253,1.51,0.08333,0.53,9.93,4.07,6.33,40.32,1.36,16.66,78.8,283.0,1.45,0.21,0.08,0.11,1.51,182.0,0.03,0.03,0.35,0.09,8.48,0.0,0.0,0.45,0.00301,7240,0
turnip grns cnd solliquids,14.0,1.36,0.07,0.3,2.42,1.7,0.0,118.0,1.51,20,21.0,141.0,277.0,0.23,0.083,0.277,0.7,15.5,0.012,0.063,0.362,0.037,41.0,0.0,179.0,0,0.0,9706,0
collards ckd bld drnd wosalt,33.0,2.71,0.047,0.72,5.65,4.0,0.4,141.0,1.13,21,32.0,117.0,15.0,0.23,0.051,0.51,0.5,18.2,0.04,0.106,0.575,0.128,16.0,0.0,380.0,0.88,0.0,442,0
cowpeas (blackeyes) immtre seeds frz ckd bld drnd wosalt,132.0,8.49,0.175,0.66,23.76,6.4,4.46,23.0,2.12,50,122.0,375.0,5.0,1.42,0.184,0.791,3.4,2.6,0.26,0.064,0.728,0.095,141.0,0.0,4.0,0.3,0.0,231,0
brussels sprouts,44.215,4.26,0.226,0.5,5.09,4.29,0.17,53.99,1.54,32.99,98.56,639.0,18.51,0.57,0.08,0.41,2.01,89.45,0.06,0.16,0.5,0.19,85.01,0.0,0.0,0,0.00026,5880,0
prickly pears raw,41.0,0.73,0.067,0.51,9.57,3.6,0.0,56.0,0.3,85,24.0,220.0,5.0,0.12,0.08,0.0,0.6,14.0,0.0139999999999999,0.06,0.46,0.06,6.0,0.0,2.0,0,0.0,9671,0
gardenburger sun-dried tomato basil burger frz unprep,137.0,5.5,1.0,3.6,,,23.7,5.2,2.6,50,1.2,0.0,48.0,78.0,387.0,0.1,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2908,0
beans sml white mature seeds ckd bld wsalt,142.0,8.97,0.166,0.64,25.81,10.4,0.0,73.0,2.84,68,169.0,463.0,238.0,1.09,0.149,0.51,1.3,0.0,0.236,0.059,0.272,0.127,137.0,0.0,0.0,0,0.0,5112,0
melons casaba raw,28.0,1.11,0.025,0.1,6.58,0.9,5.69,11.0,0.34,11,5.0,182.0,9.0,0.07,0.06,0.035,0.4,21.8,0.015,0.031,0.232,0.163,8.0,0.0,0.0,0.05,0.0,368,0
campbell's soup on the go cheesy potato w bacon flavor soup,43.0,0.66,0.656,1.97,5.25,0.3,1.31,7.0,0.12,0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7664,0
syrups table blends corn refiner sugar,319.0,0.0,0.0,0.0,83.9,0.0,0.0,23.0,0.74,9,8.0,63.0,71.0,0.03,0.06,0.088,0.8,0.0,0.006,0.047,0.02,0.009,3.0,0.0,0.0,0,0.0,675,0
drumstick pods ckd bld drnd wo salt,36.0,2.09,0.031,0.19,8.18,4.2,0.0,20.0,0.45,42,49.0,457.0,43.0,0.42,0.078,0.241,0.7,97.0,0.046,0.068,0.59,0.112,30.0,0.0,4.0,0,0.0,689,0
campbell's chnky healthy requst microwavbl  chick nodle soup,49.0,2.86,0.408,1.02,6.94,0.4,0.41,8.0,0.29,0,0.0,286.0,167.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9803,0
cardoon ckd bld drnd wosalt,22.0,0.76,0.012,0.11,5.33,1.7,0.0,72.0,0.73,43,23.0,392.0,176.0,0.18,0.0,0.133,1.0,1.7,0.018,0.031,0.294,0.042,22.0,0.0,6.0,0,0.0,10157,0
beans kidney royal red mature seeds ckd bld wsalt,123.0,9.49,0.024,0.17,21.85,9.3,0.0,44.0,2.77,42,142.0,378.0,241.0,0.9,0.262,0.255,1.2,1.2,0.095,0.067,0.552,0.104,74.0,0.0,0.0,0,0.0,486,0
squash smmr all var ckd bld drnd wosalt,20.0,0.91,0.064,0.31,4.31,1.4,2.59,27.0,0.36,24,39.0,192.0,1.0,0.39,0.103,0.213,0.2,5.5,0.044,0.0409999999999999,0.513,0.065,20.0,0.0,11.0,0.14,0.0,6168,0
corn swt yel ckd bld drnd wosalt,96.0,3.41,0.197,1.5,20.98,2.4,4.54,3.0,0.45,26,77.0,218.0,1.0,0.62,0.049,0.167,0.2,5.5,0.093,0.057,1.683,0.139,23.0,0.0,13.0,0.09,0.0,2032,0
pears asian raw,42.0,0.5,0.012,0.23,10.65,3.6,7.05,4.0,0.0,8,11.0,121.0,0.0,0.02,0.05,0.06,0.1,3.8,0.009,0.01,0.219,0.022,8.0,0.0,0.0,0.12,0.0,7755,0
v8 veg juc lo na spicy hot,21.0,0.82,0.0,0.0,4.53,0.8,3.29,8.0,0.15,25,25.0,412.0,58.0,0.12,0.0,0.0,0.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1777,0
gravy campbell's chick microwavable,67.0,0.0,1.667,5.0,5.0,0.0,1.67,0.0,0.0,0,0.0,0.0,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1814,0
hyacinth bns mature seeds ckd bld wsalt,117.0,8.14,0.099,0.58,20.7,0.0,0.0,40.0,4.58,82,120.0,337.0,243.0,2.85,0.341,0.482,2.8,0.0,0.27,0.037,0.411,0.037,4.0,0.0,0.0,0,0.0,1615,0
cereals corn grits yel reg quick enr ckd w h2o w salt,65.0,1.23,0.06,0.39,13.86,0.7,0.09,1.0,0.57,5,14.0,22.0,223.0,0.14,0.0,0.037,2.7,0.0,0.103,0.0579999999999999,0.762,0.035,13.0,0.0,0.0,0.02,0.0,1686,0
beans bkd cnd wporkswt sau,105.0,4.52,0.231,0.89,21.57,4.4,8.23,39.0,1.4,30,88.0,231.0,391.0,0.51,0.171,0.362,4.8,0.0,0.033,0.015,0.304,0.05,8.0,0.0,1.0,0.04,0.0,10069,0
gravy franco-american bf slow rst fat free,34.0,1.69,0.0,0.0,5.08,0.0,0.0,0.0,0.0,0,0.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7408,0
beef  heart,103.487,17.68,1.479,3.57,0.0,0.0,0.0,6.16,3.62,15.66,181.0,258.0,70.52,1.5,0.37,0.03,20.66,0.0,0.24,0.3,5.38,0.25,8.5,0.0,0.0,0.1,0.0,1919,0
potatoes mshd prep from granules womilk whl milkmargarine,108.0,2.05,1.284,4.93,14.4,2.2,0.0,35.0,0.19,19,60.0,145.0,263.0,0.24,0.022,0.003,0.5,6.0,0.079,0.077,0.763,0.01,7.0,0.0,44.0,0,0.0,2064,0
game meat beaver raw,146.0,24.05,0.0,4.8,0.0,0.0,0.0,15.0,6.9,25,237.0,348.0,51.0,0.0,0.0,0.0,26.6,2.0,0.06,0.22,1.9,0.0,0.0,0.0,0.0,0,0.0,3402,0
lemon juice raw,22.0,0.35,0.04,0.24,6.9,0.3,2.52,6.0,0.08,6,8.0,103.0,1.0,0.05,0.016,0.012,0.1,38.7,0.024,0.015,0.091,0.046,20.0,0.0,0.0,0.15,0.0,6646,0
babyfood fruit bananas wtapioca str,56.0,0.4,0.035,0.1,15.3,1.6,0.38,5.0,0.2,10,7.0,88.0,0.0,0.06,0.04,0.0,0.6,16.7,0.012,0.031,0.183,0.115,6.0,0.0,2.0,0.6,0.0,4873,0
apricots frozen sweetened,98.0,0.7,0.0069999999999999,0.1,25.1,2.2,0.0,10.0,0.9,9,19.0,229.0,4.0,0.1,0.064,0.05,0.4,9.0,0.02,0.04,0.8,0.06,2.0,0.0,84.0,0,0.0,7200,0
rice white long-grain reg unenr ckd wo salt,130.0,2.69,0.077,0.28,28.17,0.4,0.05,10.0,0.2,12,43.0,35.0,1.0,0.49,0.069,0.472,7.5,0.0,0.02,0.013,0.4,0.093,3.0,0.0,0.0,0.04,0.0,6142,0
parsnips ckd bld drnd wsalt,71.0,1.32,0.05,0.3,17.01,4.0,4.8,37.0,0.58,29,69.0,367.0,246.0,0.26,0.138,0.294,1.7,13.0,0.083,0.051,0.724,0.093,58.0,0.0,0.0,1,0.0,7750,0
brinjal-21,27.007,1.36,0.08828,0.35,3.93,3.85,0.93,15.27,0.34,17.3,34.98,252.0,3.06,0.2,0.09,0.23,0.0,1.38,0.05,0.11,0.53,0.08,32.6,0.0,0.0,0.08,0.00084,7031,0
beef au imp wgu tnln  stkrst bnless ln  fat  mrb scr 9 raw,248.0,18.5,7.788,19.11,0.58,0.0,0.0,4.0,2.37,0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,9563,0
alcoholic bev wine table red syrah,83.0,0.07,0.0,0.0,2.58,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7487,0
sweet potato ckd bkd in skn flesh wo salt,90.0,2.01,0.052,0.15,20.71,3.3,6.48,38.0,0.69,27,54.0,475.0,36.0,0.32,0.161,0.497,0.2,19.6,0.107,0.106,1.487,0.286,6.0,0.0,961.0,0.71,0.0,2445,0
raisins seeded,296.0,2.52,0.178,0.54,78.47,6.8,0.0,28.0,2.59,30,75.0,825.0,28.0,0.18,0.302,0.267,0.6,5.4,0.112,0.182,1.114,0.188,3.0,0.0,0.0,0,0.0,428,0
soup clam chowder new england cnd rts,79.0,2.61,0.0,3.94,8.28,1.0,0.23,15.0,0.48,10,65.0,175.0,343.0,0.23,0.033,0.06,3.0,0.0,0.015,0.015,0.497,0.0,0.0,0.0,0.0,0,0.0,3304,0
moose meat raw (alaska native),103.0,22.3,0.22,1.5,0.0,0.0,0.0,5.0,3.28,23,165.0,317.0,65.0,2.8,0.067,0.008,0.0,4.0,0.07,0.24,5.0,0.0,0.0,0.0,0.0,0,0.0,9785,0
star fruit,26.29,0.79,0.02077,0.39,4.51,2.81,3.95,4.97,0.45,11.53,11.67,159.0,1.56,0.24,0.07,0.06,0.56,33.55,0.08,0.02,0.34,0.06,8.43,0.0,0.0,0.4,0.0009599999999999,3159,0
lotus root ckd bld drnd wosalt,66.0,1.58,0.021,0.07,16.02,3.1,0.5,26.0,0.9,22,78.0,363.0,45.0,0.33,0.217,0.22,0.6,27.4,0.127,0.01,0.3,0.218,8.0,0.0,0.0,0.01,0.0,5139,0
soup pea grn cnd prep w eq volume h2o,61.0,3.2,0.524,1.09,9.88,1.9,3.19,12.0,0.73,15,47.0,71.0,336.0,0.64,0.146,0.245,3.6,0.6,0.04,0.025,0.462,0.02,1.0,0.0,3.0,0.09,0.0,42,0
babyfood fruit pearspnappl str,41.0,0.3,0.0069999999999999,0.1,10.9,2.6,7.79,10.0,0.25,7,9.0,116.0,0.0,0.07,0.14,0.0,0.4,27.5,0.021,0.0279999999999999,0.207,0.016,3.0,0.0,1.0,0.04,0.0,9111,0
crabapples raw,76.0,0.4,0.048,0.3,19.95,0.0,0.0,18.0,0.36,7,15.0,194.0,1.0,0.0,0.067,0.115,0.0,8.0,0.03,0.02,0.1,0.0,0.0,0.0,2.0,0,0.0,1256,0
grapes  seeded  round  red ,58.316,0.95,0.09204,0.29,12.55,1.28,10.47,11.27,0.33,7.06,27.91,188.0,1.59,0.07,0.05,0.11,0.0,20.59,0.04,0.03,0.1,0.1,7.49,0.0,1.29,0.07,0.00687,6617,0
soymilk original  vanilla unfortified,54.0,3.27,0.205,1.75,6.28,0.6,3.99,25.0,0.64,25,52.0,118.0,51.0,0.12,0.128,0.223,4.8,0.0,0.06,0.069,0.513,0.077,18.0,0.0,0.0,0.11,0.0,4678,0
pear nectar cnd wo vit c,60.0,0.11,0.001,0.01,15.76,0.6,15.16,5.0,0.26,3,3.0,13.0,4.0,0.07,0.067,0.03,0.0,1.1,0.002,0.013,0.128,0.0139999999999999,1.0,0.0,0.0,0.05,0.0,6602,0
cherries sour red cnd lt syrup pk solliquids,75.0,0.74,0.022,0.1,19.3,0.8,0.0,10.0,1.32,6,10.0,95.0,7.0,0.07,0.068,0.073,0.0,2.0,0.016,0.039,0.17,0.044,8.0,0.0,36.0,0,0.0,4375,0
campbell's healthy request crm of chick soup cond,50.0,3.0,0.4,1.5,,,7.5,0.4,0.8,8,0.2,6.0,31.0,590.0,347.0,0.07,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,0.0,2741,0
blueberries wild frz (alaska native),44.0,0.7,0.0,0.0,10.4,0.0,0.0,15.0,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.03,0.1,0.4,0.0,0.0,0.0,0.0,0,0.0,7567,0
brinjal-15,27.246,1.58,0.06708,0.29,3.96,3.99,0.82,17.82,0.36,21.89,30.32,215.0,3.34,0.22,0.12,0.15,0.0,2.01,0.07,0.11,0.51,0.07,32.48,0.0,41.9,0.08,0.00112,3220,0
alfalfa seeds sprouted raw,23.0,3.99,0.069,0.69,2.1,1.9,0.2,32.0,0.96,27,70.0,79.0,6.0,0.92,0.157,0.188,0.6,8.2,0.076,0.126,0.481,0.034,36.0,0.0,8.0,0.02,0.0,8542,0
grapes red or grn (euro type such as thompson seedless) raw,69.0,0.72,0.054,0.16,18.1,0.9,15.48,10.0,0.36,7,20.0,191.0,2.0,0.07,0.127,0.071,0.1,3.2,0.069,0.07,0.188,0.086,2.0,0.0,3.0,0.19,0.0,10194,0
turnips frz ckd bld drnd wsalt,21.0,1.53,0.025,0.24,3.73,2.0,1.73,32.0,0.98,14,26.0,182.0,272.0,0.2,0.063,0.1,0.6,3.9,0.035,0.0279999999999999,0.56,0.067,8.0,0.0,0.0,0.02,0.0,6102,0
succotash (cornlimas) cnd wcrm style corn,77.0,2.64,0.101,0.54,17.61,3.0,0.0,11.0,0.55,1,59.0,183.0,245.0,0.43,0.178,0.645,0.6,6.4,0.027,0.065,0.607,0.128,44.0,0.0,7.0,0,0.0,10237,0
mushrooms shiitake ckd wsalt,56.0,1.56,0.05,0.22,14.39,2.1,3.84,3.0,0.44,14,29.0,117.0,240.0,1.33,0.896,0.204,24.8,0.3,0.037,0.17,1.5,0.159,21.0,0.0,0.0,0,0.7,4144,0
yokan prep from adzuki bns  sugar,260.0,3.29,0.043,0.12,60.72,0.0,0.0,27.0,1.16,18,40.0,45.0,83.0,0.07,0.0289999999999999,0.14,2.3,0.0,0.005,0.004,0.057,0.008,8.0,0.0,0.0,0,0.0,7819,0
onion  stalk ,25.573,2.07,0.09208,0.26,2.99,5.21,0.41,31.12,3.09,66.71,28.53,312.0,15.52,0.99,0.14,0.22,5.22,27.23,0.03,0.05,0.14,0.17,57.61,0.0,2.6,0.81,0.0068099999999999,1960,0
pumpkin flowers ckd bld drnd wosalt,15.0,1.09,0.0409999999999999,0.08,3.3,0.9,2.4,37.0,0.88,25,34.0,106.0,6.0,0.1,0.1,0.0,0.7,5.0,0.018,0.032,0.31,0.05,41.0,0.0,87.0,0.04,0.0,1353,0
cauliflower ckd bld drnd wosalt,23.0,1.84,0.07,0.45,4.11,2.3,2.08,16.0,0.32,9,32.0,142.0,15.0,0.17,0.018,0.132,0.6,44.3,0.042,0.052,0.41,0.173,44.0,0.0,1.0,0.07,0.0,8723,0
sweet potato  brown skin ,108.984,1.33,0.0661,0.26,24.25,3.99,3.63,27.5,0.35,17.37,42.96,345.0,29.6,0.16,0.17,0.28,0.0,17.94,0.07,0.04,0.67,0.12,15.62,0.0,816.0,0.01,0.00126,319,0
kale ckd bld drnd wosalt,28.0,1.9,0.052,0.4,5.63,2.0,1.25,72.0,0.9,18,28.0,228.0,23.0,0.24,0.156,0.416,0.9,41.0,0.053,0.07,0.5,0.138,13.0,0.0,681.0,0.85,0.0,8186,0
duck yng duckl dom wh pekin leg meat bone in ckd woskn brsd,178.0,29.1,1.339,5.96,0.0,0.0,0.0,10.0,2.33,0,0.0,0.0,108.0,0.0,0.0,0.0,21.6,2.3,0.0,0.0,5.33,0.0,0.0,0.0,0.0,0,0.0,5736,0
supper bakes meal kits garlic chick w pasta,220.0,9.76,0.488,0.98,42.93,2.0,6.83,0.0,0.0,0,0.0,0.0,741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2450,0
beans french mature seeds ckd bld wsalt,129.0,7.05,0.083,0.76,24.02,9.4,0.0,63.0,1.08,56,102.0,370.0,242.0,0.64,0.115,0.382,1.2,1.2,0.13,0.062,0.546,0.105,75.0,0.0,0.0,0,0.0,8772,0
pear,37.523,0.36,0.07594,0.27,8.09,4.48,7.39,6.55,0.28,7.61,6.74,106.0,1.64,0.07,0.08,0.08,0.0,3.31,0.02,0.02,0.13,0.09,5.28,0.0,1.78,0.3,0.00148,3477,0
salad drsng bttrmlk lite,202.0,1.25,1.25,12.42,21.33,1.1,3.77,40.0,0.69,6,193.0,132.0,1120.0,0.62,0.162,0.053,2.9,0.6,0.022,0.027,0.0069999999999999,0.0289999999999999,4.0,0.0,18.0,1.6,0.0,2297,0
campbell's chunky soups grilled chick veg  pasta soup,41.0,2.45,0.204,1.02,5.71,0.8,0.82,8.0,0.15,0,0.0,0.0,359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2315,0
watercress raw,11.0,2.3,0.027,0.1,1.29,0.5,0.2,120.0,0.2,21,60.0,330.0,41.0,0.11,0.077,0.244,0.9,43.0,0.09,0.12,0.2,0.129,9.0,0.0,160.0,1,0.0,2093,0
prego pasta heart smrt- ricotta pmesan itln sau rts,72.0,2.4,0.8,2.0,10.4,2.4,8.0,48.0,0.58,0,0.0,328.0,288.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7830,0
campbell's red  white french onion soup cond,36.0,1.59,0.794,1.19,4.76,0.8,3.17,16.0,0.0,0,0.0,444.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,372,0
pigeonpeas immat seeds raw,136.0,7.2,0.354,1.64,23.88,5.1,3.0,42.0,1.6,68,127.0,552.0,5.0,1.04,0.134,0.574,1.5,39.0,0.4,0.17,2.2,0.068,173.0,0.0,3.0,0.39,0.0,133,0
babyfood juice apple,47.0,0.0,0.018,0.1,11.7,0.1,10.7,4.0,0.57,3,5.0,91.0,8.0,0.03,0.04,0.0,0.1,57.9,0.0069999999999999,0.016,0.083,0.0289999999999999,0.0,0.0,1.0,0.6,0.0,5138,0
pickles cucumber swt lo na (includes bread  butter pickles),122.0,0.37,0.067,0.26,33.73,1.1,26.68,4.0,0.59,4,12.0,32.0,18.0,0.08,0.105,0.015,0.0,1.2,0.009,0.032,0.174,0.015,1.0,0.0,56.0,0.53,0.0,5959,0
babyfood dssrt dutch appl jr,79.0,0.2,0.025,0.16,19.18,1.4,17.89,3.0,0.11,4,7.0,67.0,3.0,0.03,0.03,0.02,0.2,18.0,0.01,0.012,0.048,0.017,0.0,0.0,1.0,0.04,0.0,3974,0
cabbage chinese (pe-tsai) ckd bld drnd wosalt,14.0,1.5,0.036,0.17,2.41,1.7,0.0,32.0,0.3,10,39.0,225.0,9.0,0.18,0.0289999999999999,0.153,0.4,15.8,0.044,0.044,0.5,0.177,53.0,0.0,48.0,0,0.0,8478,0
strawberries frz swtnd whl,78.0,0.52,0.0069999999999999,0.14,21.0,1.9,18.61,11.0,0.47,6,12.0,98.0,1.0,0.05,0.019,0.249,0.7,39.5,0.015,0.077,0.293,0.0279999999999999,4.0,0.0,1.0,0.24,0.0,7827,0
spinach ckd bld drnd wsalt,23.0,2.97,0.043,0.26,3.75,2.4,0.43,136.0,3.57,87,56.0,466.0,306.0,0.76,0.174,0.935,1.5,9.8,0.095,0.236,0.49,0.242,146.0,0.0,524.0,2.08,0.0,4110,0
taro tahitian ckd wsalt,44.0,4.16,0.139,0.68,6.85,0.0,0.0,149.0,1.56,51,67.0,623.0,290.0,0.1,0.076,0.168,0.8,38.0,0.044,0.198,0.48,0.117,7.0,0.0,88.0,0,0.0,6009,0
babyfood peas dices todd,64.0,3.9,0.14,0.8,10.3,3.9,4.13,21.0,1.0,19,67.0,81.0,48.0,0.5,0.08,0.15,0.1,6.0,0.1,0.06,0.85,0.06,35.0,0.0,15.0,0.45,0.0,2351,0
babyfood veg grn bns str,27.0,1.2,0.039,0.17,6.29,2.2,1.88,39.0,0.67,20,41.0,146.0,7.0,0.22,0.03,0.265,0.1,0.3,0.026,0.079,0.361,0.038,24.0,0.0,18.0,0.07,0.0,3887,0
asparagus frz ckd bld drnd wosalt,18.0,2.95,0.096,0.42,1.92,1.6,0.32,18.0,0.56,10,49.0,172.0,3.0,0.41,0.105,0.14,3.9,24.4,0.065,0.103,1.038,0.02,135.0,0.0,40.0,1.2,0.0,1329,0
peppers swt red frz chopd unprep,20.0,1.08,0.031,0.21,4.45,1.6,3.26,9.0,0.62,8,17.0,91.0,5.0,0.06,0.053,0.117,0.2,58.7,0.069,0.038,1.37,0.137,14.0,0.0,121.0,1.23,0.0,6366,0
babyfood fruit bananaspnappl wtapioca str,65.0,0.2,0.0,0.0,17.8,1.6,10.73,7.0,0.23,6,5.0,68.0,0.0,0.04,0.039,0.0,0.6,19.2,0.019,0.019,0.168,0.0819999999999999,18.0,0.0,3.0,0.06,0.0,7508,0
