Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Fiber_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Copper_mcg,Manganese_mg,Selenium_mcg,VitC_mg,Thiamin_mg,Riboflavin_mg,Niacin_mg,VitB6_mg,Folate_mcg,VitB12_mcg,VitA_mcg,VitE_mg,VitD2_mcg,id,cluster
blueberries raw,57.0,0.74,0.0279999999999999,0.33,14.49,2.4,9.96,6.0,0.28,6,12.0,77.0,1.0,0.16,0.057,0.336,0.1,9.7,0.037,0.0409999999999999,0.418,0.052,6.0,0.0,3.0,0.57,0.0,1779,0
jute potherb ckd bld drnd wsalt,37.0,3.68,0.03,0.2,7.29,2.0,1.0,211.0,3.14,62,72.0,550.0,247.0,0.79,0.255,0.123,0.9,33.0,0.091,0.192,0.89,0.57,104.0,0.0,259.0,0.07,0.0,490,0
peaches cnd hvy syrup pk solliquids,74.0,0.45,0.01,0.1,19.94,1.3,18.64,3.0,0.27,5,11.0,92.0,6.0,0.09,0.051,0.045,0.3,2.8,0.011,0.024,0.614,0.019,3.0,0.0,17.0,0.49,0.0,3193,0
peaches cnd h2o pk solliquids,24.0,0.44,0.006,0.06,6.11,1.3,4.81,2.0,0.32,5,10.0,99.0,3.0,0.09,0.054,0.048,0.3,2.9,0.009,0.019,0.521,0.019,3.0,0.0,27.0,0.49,0.0,10012,0
babyfood juc applpeach,43.0,0.2,0.018,0.1,10.5,0.1,9.59,3.0,0.56,3,4.0,97.0,0.0,0.03,0.037,0.0,0.3,58.5,0.008,0.011,0.213,0.022,1.0,0.0,3.0,0.15,0.0,4538,0
campbell's 25 less na crm of mushroom soup cond,89.0,1.61,0.806,6.45,6.45,1.6,0.81,0.0,0.0,0,0.0,105.0,524.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3371,0
campbell's 25 less na chick noodle soup cond,49.0,2.9,0.4,1.29,6.3,0.8,0.6,12.0,0.6,9,35.0,66.0,446.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3959,0
corn swt yel ckd bld drnd wsalt,96.0,3.41,0.197,1.5,20.98,2.4,4.54,3.0,0.45,26,77.0,218.0,253.0,0.62,0.049,0.167,0.2,5.5,0.093,0.057,1.683,0.139,23.0,0.0,13.0,0.09,0.0,9869,0
corn swt white cnd vacuum pk no salt,79.0,2.41,0.077,0.5,19.44,2.0,0.0,5.0,0.42,23,64.0,186.0,3.0,0.46,0.048,0.067,0.7,8.1,0.0409999999999999,0.073,1.167,0.055,49.0,0.0,0.0,0,0.0,1938,0
maize  tender  local ,119.978,3.57,0.109,1.4,22.69,3.67,1.47,6.35,0.71,47.62,163.0,167.0,2.24,0.97,0.18,0.36,3.83,4.26,0.17,0.12,1.13,0.45,62.96,0.0,11.33,0.09,0.0423399999999999,3938,0
beef aus imp wgu smledrib stkrst bnles lnfat mrbscr45 raw,317.0,17.07,10.329,27.64,0.0,0.0,0.0,4.0,1.68,0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,9953,0
campbell's red  white vegetarian veg soup cond,71.0,2.38,0.0,0.4,14.29,1.6,4.76,16.0,0.57,0,0.0,698.0,516.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8294,0
apple  big ,62.379,0.29,0.154,0.64,13.11,2.59,9.53,13.68,0.26,8.09,10.44,116.0,1.43,0.09,0.04,0.05,0.47,3.57,0.03,0.01,0.25,0.04,3.04,0.0,2.13,0.15,0.00146,2390,0
mustard spinach (tendergreen) ckd bld drnd wosalt,16.0,1.7,0.0,0.2,2.8,2.0,0.0,158.0,0.8,7,18.0,285.0,14.0,0.11,0.05,0.27,0.6,65.0,0.0409999999999999,0.062,0.43,0.0969999999999999,73.0,0.0,410.0,0,0.0,6167,0
potatoes french fr cottage-cut salt not added frz oven-htd,218.0,3.44,3.894,8.2,34.03,3.2,0.0,10.0,1.49,22,65.0,480.0,45.0,0.41,0.2,0.304,0.4,9.5,0.119,0.031,2.413,0.243,17.0,0.0,0.0,0,0.0,7194,0
salad drsng kraft mayo fat free mayo drsng,64.0,0.2,0.0,0.0,15.8,2.0,6.8,6.0,0.1,2,27.0,50.0,750.0,0.07,0.019,0.0,2.6,0.0,0.008,0.0,0.01,0.002,4.0,0.0,2.0,2.19,0.0,3805,0
seaweed agar raw,26.0,0.54,0.006,0.03,6.75,0.5,0.28,54.0,1.86,67,5.0,226.0,9.0,0.58,0.061,0.373,0.7,0.0,0.005,0.022,0.055,0.032,85.0,0.0,0.0,0.87,0.0,6172,0
collards frz chopd ckd bld drnd wosalt,36.0,2.97,0.06,0.41,7.1,2.8,0.57,210.0,1.12,30,27.0,251.0,50.0,0.27,0.055,0.663,1.5,26.4,0.047,0.115,0.635,0.114,76.0,0.0,575.0,1.25,0.0,5789,0
wasabi root raw,109.0,4.8,0.0,0.63,23.54,7.8,0.0,128.0,1.03,69,80.0,568.0,17.0,1.62,0.155,0.391,0.0,41.9,0.131,0.114,0.743,0.274,18.0,0.0,2.0,0,0.0,2410,0
beans kidney all types mature seeds ckd bld wsalt,127.0,8.67,0.072,0.5,22.8,6.4,0.32,28.0,2.94,45,142.0,403.0,238.0,1.07,0.242,0.477,1.2,1.2,0.16,0.0579999999999999,0.578,0.12,130.0,0.0,0.0,0.87,0.0,7271,0
prego pasta orgnic tomato  basil ital sau rts,72.0,1.6,0.385,2.4,10.4,3.2,7.2,32.0,0.58,0,0.0,320.0,376.0,0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,6208,0
babyfood dssrt peach melba str,60.0,0.2,0.0,0.0,16.5,0.0,0.0,10.0,0.33,2,5.0,83.0,9.0,0.28,0.178,0.0,0.0,31.4,0.006,0.036,0.343,0.006,2.0,0.0,56.0,0,0.0,1337,0
brinjal - all varieties,25.334,1.48,0.07115,0.32,3.52,3.98,0.97,16.59,0.37,21,32.56,247.0,3.55,0.21,0.11,0.17,0.0,2.09,0.06,0.11,0.53,0.07,33.93,0.0,24.0,0.07,0.00104,3851,0
grape juc cnd or btld unswtnd wo added vit c,60.0,0.37,0.025,0.13,14.77,0.2,14.2,11.0,0.25,10,14.0,104.0,5.0,0.07,0.018,0.239,0.0,0.1,0.017,0.015,0.133,0.032,0.0,0.0,0.0,0,0.0,2149,0
tomato products cnd sau,24.0,1.2,0.0409999999999999,0.3,5.31,1.5,3.56,14.0,0.96,15,27.0,297.0,474.0,0.22,0.115,0.113,0.6,7.0,0.024,0.065,0.991,0.098,9.0,0.0,22.0,1.44,0.0,2414,0
babyfood banana appl dssrt str,68.0,0.3,0.0579999999999999,0.2,16.3,1.0,14.66,3.0,0.1,8,9.0,71.0,7.0,0.05,0.03,0.0,0.6,12.3,0.02,0.02,0.13,0.06,4.0,0.0,2.0,0.02,0.0,4208,0
rice  vermicelli mix chick flavor prep w 80 margarine,136.0,2.65,0.746,3.45,23.54,0.7,0.64,7.0,0.95,10,36.0,58.0,377.0,0.46,0.0579999999999999,0.315,9.5,0.0,0.15,0.027,1.423,0.05,0.0,0.0,42.0,0.27,0.0,1173,0
tomatoes yellow raw,15.0,0.98,0.036,0.26,2.98,0.7,0.0,11.0,0.49,12,36.0,258.0,23.0,0.28,0.101,0.12,0.4,9.0,0.0409999999999999,0.047,1.179,0.0559999999999999,30.0,0.0,0.0,0,0.0,3081,0
campbell's organic tomato juc,21.0,0.82,0.0,0.0,4.12,0.8,2.88,8.0,0.15,0,0.0,177.0,280.0,0.0,0.0,0.0,0.0,29.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1050,0
english muffins mixed-grain tstd (incl granola),255.0,9.9,0.25,1.9,50.3,3.0,0.88,213.0,3.29,48,162.0,169.0,324.0,1.05,0.254,0.823,27.7,0.0,0.374,0.307,3.505,0.103,27.0,0.0,0.0,0,0.0,7696,0
soup bf  veg red na cnd rts,42.0,3.26,0.0,0.95,4.99,0.8,1.22,17.0,0.45,9,43.0,277.0,175.0,0.41,0.026,0.048,3.0,0.0,0.015,0.015,0.907,0.0,0.0,0.0,0.0,0,0.0,1591,0
onions frz whl unprep,35.0,0.89,0.011,0.06,8.45,1.7,3.81,36.0,0.46,10,23.0,142.0,10.0,0.12,0.05,0.125,0.4,8.0,0.026,0.024,0.175,0.093,21.0,0.0,0.0,0.02,0.0,9520,0
cowpeas leafy tips raw,29.0,4.1,0.066,0.25,4.82,0.0,0.0,63.0,1.92,43,9.0,455.0,7.0,0.29,0.191,0.509,0.9,36.0,0.354,0.175,1.12,0.177,101.0,0.0,36.0,0,0.0,6724,0
sauerkraut cnd solliquids,19.0,0.91,0.034,0.14,4.28,2.9,1.78,30.0,1.47,13,20.0,170.0,661.0,0.19,0.096,0.151,0.6,14.7,0.021,0.022,0.143,0.13,24.0,0.0,1.0,0.14,0.0,7153,0
squash wntr acorn ckd bkd wsalt,56.0,1.12,0.0289999999999999,0.14,14.58,4.4,0.0,44.0,0.93,43,45.0,437.0,240.0,0.17,0.086,0.242,0.7,10.8,0.167,0.013,0.881,0.194,19.0,0.0,21.0,0,0.0,10108,0
tomatoes red ripe cnd stwd,26.0,0.91,0.026,0.19,6.19,1.0,3.52,34.0,1.33,12,20.0,207.0,221.0,0.17,0.112,0.059,0.6,7.9,0.046,0.035,0.714,0.017,5.0,0.0,9.0,0.83,0.0,3726,0
beve orange-flav drk brkfst type w pulp frz conc pre w h2o,49.0,0.03,0.022,0.14,12.21,0.0,11.91,39.0,0.08,1,22.0,124.0,10.0,0.02,0.018,0.008,0.1,69.2,0.12,0.038,0.0,0.0,9.0,0.0,0.0,0,0.0,4669,0
babyfood apple-cranberry juc,46.0,0.0,0.0069999999999999,0.02,11.49,0.0,6.88,6.0,0.22,3,7.0,97.0,5.0,0.05,0.01,0.16,0.1,27.9,0.0,0.02,0.07,0.03,0.0,0.0,1.0,0.56,0.0,5177,0
bamboo shoots ckd bld drnd wsalt,11.0,1.53,0.051,0.22,1.52,1.0,0.0,12.0,0.24,3,20.0,533.0,240.0,0.47,0.0819999999999999,0.113,0.4,0.0,0.02,0.05,0.3,0.098,2.0,0.0,0.0,0,0.0,6651,0
campbell's chunky soups slow rstd bf w mushrooms soup,48.0,3.27,0.408,0.61,7.35,1.2,2.04,8.0,0.44,0,0.0,0.0,339.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8608,0
chrysanthemum garland ckd bld drnd wosalt,20.0,1.64,0.022,0.09,4.31,2.3,2.01,69.0,3.74,18,43.0,569.0,53.0,0.2,0.133,0.355,0.3,23.9,0.021,0.16,0.72,0.118,50.0,0.0,129.0,2.5,0.0,6,0
campbell's red  white manhattan clam chowder cond,48.0,1.59,0.397,0.4,9.52,1.6,1.59,16.0,0.57,0,0.0,198.0,698.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,7167,0
silk pln soy yogurt,66.0,2.64,0.22,1.76,9.69,0.4,5.29,132.0,0.0,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.3,2296,0
cornsalad raw,21.0,2.0,0.0,0.4,3.6,0.0,0.0,38.0,2.18,13,53.0,459.0,4.0,0.59,0.134,0.359,0.9,38.2,0.071,0.087,0.415,0.273,14.0,0.0,355.0,0,0.0,7711,0
babyfood fruit plums wtapioca wovit c str,71.0,0.1,0.0,0.0,19.7,1.2,13.34,6.0,0.2,4,6.0,85.0,0.0,0.08,0.037,0.0,0.4,1.1,0.008,0.0279999999999999,0.213,0.024,2.0,0.0,7.0,0.14,0.0,3565,0
jack fruit  seed  mature ,76.958,5.79,0.146,0.44,11.81,8.63,2.23,37.56,0.37,37.04,29.33,376.0,4.0,0.29,0.21,0.27,0.33,9.68,0.06,0.03,0.19,0.08,54.58,0.0,0.0,0.06,0.0014,2204,0
dock raw,22.0,2.0,0.0,0.7,3.2,2.9,0.0,44.0,2.4,103,63.0,390.0,4.0,0.2,0.131,0.349,0.9,48.0,0.04,0.1,0.5,0.122,13.0,0.0,200.0,0,0.0,2376,0
soup chick wstar-shaped pasta cnd cond single brand,50.0,2.3,0.342,1.4,7.1,0.0,0.0,0.0,0.0,0,0.0,0.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,215,0
campbell's 98 fat free crm of chick soup cond,55.0,1.8,0.56,2.02,7.46,0.4,0.5,11.0,0.23,6,23.0,33.0,575.0,0.17,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,9145,0
tangerines (mandarin oranges) raw,53.0,0.81,0.039,0.31,13.34,1.8,10.58,37.0,0.15,12,20.0,166.0,2.0,0.07,0.042,0.039,0.1,26.7,0.0579999999999999,0.036,0.376,0.078,16.0,0.0,34.0,0.2,0.0,6178,0
avocado fruit,144.356,2.95,1.237,13.86,1.75,6.69,1.65,28.48,0.81,48.14,63.14,377.0,2.81,0.75,0.39,0.74,0.0,9.36,0.07,0.08,0.9,0.18,67.17,0.0,0.0,0.02,0.0021,5443,0
refried bns cnd fat-free,79.0,5.34,0.093,0.45,13.5,4.7,0.61,34.0,1.62,38,111.0,344.0,438.0,0.65,0.163,0.326,5.7,0.9,0.03,0.015,0.362,0.113,57.0,0.0,0.0,0.04,0.0,616,0
babyfood fruit guavapapaya wtapioca str,63.0,0.2,0.0,0.1,17.0,0.0,0.0,7.0,0.2,5,6.0,74.0,4.0,0.06,0.0,0.0,0.4,80.9,0.01,0.022,0.263,0.0139999999999999,2.0,0.0,9.0,0,0.0,6108,0
beverages fruit punch juc drk frz conc,175.0,0.3,0.087,0.7,43.1,0.2,0.0,20.0,0.8,11,12.0,270.0,10.0,0.7,0.07,0.21,0.0,19.7,0.004,0.23,0.208,0.045,7.0,0.0,1.0,0,0.0,6375,0
squash smmr zucchini incl skn frz unprep,17.0,1.16,0.027,0.13,3.58,1.3,1.71,18.0,0.51,13,28.0,218.0,2.0,0.21,0.05,0.244,0.2,5.3,0.048,0.042,0.433,0.05,10.0,0.0,10.0,0.12,0.0,5909,0
beans kidney california red mature seeds ckd bld wosalt,124.0,9.13,0.0139999999999999,0.09,22.41,9.3,0.0,66.0,2.98,48,137.0,419.0,4.0,0.86,0.289,0.318,1.2,1.2,0.129,0.062,0.54,0.104,74.0,0.0,0.0,0,0.0,6272,0
beets raw,43.0,1.61,0.027,0.17,9.56,2.8,6.76,16.0,0.8,23,40.0,325.0,78.0,0.35,0.075,0.329,0.7,4.9,0.031,0.04,0.334,0.067,109.0,0.0,2.0,0.04,0.0,141,0
soybeans mature seeds sprouted raw,122.0,13.09,0.929,6.7,9.57,1.1,0.0,67.0,2.1,72,164.0,484.0,14.0,1.17,0.427,0.702,0.6,15.3,0.34,0.118,1.148,0.176,172.0,0.0,1.0,0,0.0,6691,0
carrots raw,41.0,0.93,0.037,0.24,9.58,2.8,4.74,33.0,0.3,12,35.0,320.0,69.0,0.24,0.045,0.143,0.1,5.9,0.066,0.0579999999999999,0.983,0.138,19.0,0.0,835.0,0.66,0.0,7432,0
beverages citrus fruit juc drk frz conc prep w h2o,46.0,0.34,0.002,0.03,11.42,0.1,8.13,9.0,1.12,6,10.0,112.0,4.0,0.04,0.035,0.073,0.1,27.1,0.0139999999999999,0.01,0.075,0.019,7.0,0.0,2.0,0.06,0.0,4404,0
oscar mayer ham (chopped w nat juice),180.0,16.3,4.056,11.15,3.65,0.0,2.2,9.0,1.3,23,219.0,260.0,1249.0,2.25,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0,0.0,5190,0
cauliflower,22.944,2.15,0.117,0.44,2.03,3.71,0.47,25.16,0.96,23.08,47.33,329.0,30.72,0.31,0.05,0.23,0.47,47.14,0.04,0.07,0.31,0.13,45.95,0.0,0.66,0.02,0.00132,1836,0
peppers hungarian raw,29.0,0.8,0.046,0.41,6.7,1.0,3.53,12.0,0.46,16,29.0,202.0,1.0,0.3,0.115,0.204,0.3,92.9,0.079,0.055,1.092,0.517,53.0,0.0,41.0,0.48,0.0,123,0
chard swiss ckd bld drnd wsalt,20.0,1.88,0.0,0.08,4.13,2.1,1.1,58.0,2.26,86,33.0,549.0,415.0,0.33,0.163,0.334,0.9,18.0,0.034,0.086,0.36,0.085,9.0,0.0,306.0,1.89,0.0,175,0
beverages h2o tap drinking,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1,0.0,0.0,4.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,502,0
plums cnd purple juc pk solliquids,58.0,0.51,0.002,0.02,15.15,0.9,14.22,10.0,0.34,8,15.0,154.0,1.0,0.11,0.054,0.033,0.0,2.8,0.023,0.059,0.473,0.027,3.0,0.0,50.0,0.18,0.0,7393,0
jujube raw,79.0,1.2,0.0,0.2,20.23,0.0,0.0,21.0,0.48,10,23.0,250.0,3.0,0.05,0.073,0.084,0.0,69.0,0.02,0.04,0.9,0.081,0.0,0.0,2.0,0,0.0,6876,0
cherries swt cnd ex hvy syrup pk solliquids,102.0,0.59,0.033,0.15,26.23,1.5,0.0,9.0,0.35,8,17.0,142.0,3.0,0.1,0.139,0.0579999999999999,0.0,3.6,0.021,0.039,0.388,0.03,4.0,0.0,8.0,0,0.0,8814,0
apricots cnd lt syrup pk wskn solliquids,63.0,0.53,0.003,0.05,16.49,1.6,14.89,11.0,0.39,8,13.0,138.0,4.0,0.11,0.079,0.052,0.1,2.7,0.016,0.02,0.304,0.054,2.0,0.0,66.0,0.6,0.0,1542,0
campbell's crm of chick w herbs soup cond,65.0,1.61,1.21,3.23,7.26,0.0,0.81,0.0,0.0,0,0.0,0.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2170,0
jackfruit cnd syrup pk,92.0,0.36,0.0,0.14,23.94,0.9,0.0,44.0,0.29,10,6.0,96.0,11.0,0.11,0.05,0.078,0.0,0.5,0.033,0.036,0.677,0.044,14.0,0.0,0.0,0,0.0,9627,0
babyfood juc apple-sweet potato,48.0,0.3,0.03,0.1,11.4,0.5,9.6,15.0,0.3,7,14.0,137.0,5.0,0.08,0.032,0.0,0.1,34.1,0.01,0.03,0.1,0.07,3.0,0.0,154.0,0.34,0.0,3286,0
arrowhead raw,99.0,5.33,0.0,0.29,20.23,0.0,0.0,10.0,2.57,51,174.0,922.0,22.0,0.28,0.171,0.36,0.7,1.1,0.17,0.073,1.65,0.26,14.0,0.0,0.0,0,0.0,6715,0
pears cnd hvy syrup drnd,74.0,0.24,0.01,0.18,19.08,2.7,16.42,6.0,0.22,4,8.0,66.0,5.0,0.08,0.061,0.0,0.1,1.1,0.011,0.024,0.242,0.0139999999999999,1.0,0.0,0.0,0.12,0.0,6488,0
peas grn ckd bld drnd wsalt,84.0,5.36,0.039,0.22,15.63,5.5,5.93,27.0,1.54,39,117.0,271.0,239.0,1.19,0.173,0.525,1.9,14.2,0.259,0.149,2.021,0.216,63.0,0.0,40.0,0.14,0.0,7869,0
restaurant family style french fr,289.0,3.49,2.489,14.04,37.2,3.9,0.28,17.0,0.91,29,124.0,545.0,357.0,0.51,0.112,0.235,0.4,1.1,0.11,0.057,2.564,0.236,15.0,0.0,0.0,1,0.0,1600,0
onions frz chopd unprep,29.0,0.79,0.017,0.1,6.82,1.8,0.0,17.0,0.33,7,22.0,124.0,12.0,0.07,0.019,0.074,0.4,3.3,0.03,0.027,0.151,0.075,17.0,0.0,2.0,0,0.0,4886,0
spinach frz chopd or leaf ckd bld drnd wsalt,34.0,4.01,0.036,0.87,4.8,3.7,0.51,153.0,1.96,82,50.0,302.0,322.0,0.49,0.161,0.717,5.5,2.2,0.078,0.176,0.439,0.136,121.0,0.0,603.0,3.54,0.0,3283,0
radishes oriental ckd bld drnd wosalt,17.0,0.67,0.073,0.24,3.43,1.6,1.83,17.0,0.15,9,24.0,285.0,13.0,0.13,0.101,0.033,0.7,15.1,0.0,0.023,0.15,0.038,17.0,0.0,0.0,0,0.0,5981,0
english muffins wheat tstd,243.0,9.4,0.312,2.1,48.7,5.0,1.7,193.0,3.12,42,125.0,202.0,384.0,1.22,0.163,1.12,31.8,0.0,0.375,0.286,3.283,0.098,30.0,0.0,0.0,0.49,0.0,8605,0
squash smmr crookneckstraightneck frz ckd bld drnd wsalt,25.0,1.28,0.04,0.2,5.54,1.4,2.33,20.0,0.52,27,41.0,253.0,242.0,0.34,0.073,0.263,0.3,6.8,0.036,0.047,0.44,0.099,13.0,0.0,10.0,0.15,0.0,3276,0
colocasia,88.908,3.31,0.0418399999999999,0.17,17.85,3.22,0.9,30.18,0.66,36.93,81.16,0.3,0.41,0.41,0.3,0.47,0.3,1.83,0.06,0.03,0.51,0.17,19.91,0.0,1.16,0.33,0.00027,9909,0
campbell's spaghettios mini bf ravioli in meat sau,99.0,4.25,0.772,1.74,16.6,1.9,5.41,15.0,0.69,0,0.0,0.0,409.0,0.0,0.0,0.0,0.0,0.5,0.0579999999999999,0.066,1.544,0.0,0.0,0.0,0.0,0,0.0,2305,0
babyfoo ban wi mix berr st,92.0,1.01,0.081,0.36,21.31,1.0,15.0,0.0,0.0,23,20.0,283.0,0.0,0.23,0.094,0.351,0.8,18.2,0.0279999999999999,0.0579999999999999,0.623,0.257,20.0,0.0,3.0,0.37,0.0,1947,0
cabbage ckd bld drnd wosalt,23.0,1.27,0.0,0.06,5.51,1.9,2.79,48.0,0.17,15,33.0,196.0,8.0,0.2,0.017,0.205,0.6,37.5,0.061,0.038,0.248,0.112,30.0,0.0,4.0,0.14,0.0,5701,0
yam ckd bld drnd or bkd wosalt,116.0,1.49,0.0289999999999999,0.14,27.48,3.9,0.49,14.0,0.52,18,49.0,670.0,8.0,0.2,0.152,0.371,0.7,12.1,0.095,0.0279999999999999,0.552,0.228,16.0,0.0,6.0,0.34,0.0,7446,0
beverages carb pepper-type contains caffeine,41.0,0.0,0.07,0.1,10.4,0.0,0.0,3.0,0.04,0,11.0,1.0,10.0,0.04,0.006,0.035,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,5725,0
potatoes scallpd dry mix prep wh2o whl milkbutter,93.0,2.12,2.633,4.3,12.77,1.1,0.0,36.0,0.38,14,56.0,203.0,341.0,0.25,0.049,0.181,1.6,3.3,0.019,0.0559999999999999,1.029,0.042,10.0,0.0,35.0,0,0.0,4909,0
cauliflower grn ckd w salt,32.0,3.04,0.049,0.31,6.28,3.3,0.0,32.0,0.72,19,57.0,278.0,259.0,0.63,0.04,0.242,0.8,72.6,0.07,0.1,0.681,0.206,41.0,0.0,7.0,0,0.0,1956,0
radicchio raw,23.0,1.43,0.06,0.25,4.48,0.9,0.6,19.0,0.57,13,40.0,302.0,22.0,0.62,0.341,0.138,0.9,8.0,0.016,0.0279999999999999,0.255,0.057,60.0,0.0,1.0,2.26,0.0,6221,0
artichokes (globe or french) raw,47.0,3.27,0.036,0.15,10.51,5.4,0.99,44.0,1.28,60,90.0,370.0,94.0,0.49,0.231,0.256,0.2,11.7,0.072,0.066,1.046,0.116,68.0,0.0,1.0,0.19,0.0,1514,0
okra raw,33.0,1.93,0.026,0.19,7.45,3.2,1.48,82.0,0.62,57,61.0,299.0,7.0,0.58,0.109,0.788,0.7,23.0,0.2,0.06,1.0,0.215,60.0,0.0,36.0,0.27,0.0,2068,0
babyfood fruit applsaucapricots str,44.0,0.2,0.024,0.2,11.64,1.8,9.25,6.0,0.25,4,9.0,120.0,0.0,0.04,0.0409999999999999,0.0,0.3,18.9,0.0139999999999999,0.0289999999999999,0.14,0.03,2.0,0.0,17.0,0.18,0.0,3177,0
onions frz whl ckd bld drnd wosalt,28.0,0.71,0.009,0.05,6.7,1.4,2.9,27.0,0.34,8,2.0,101.0,8.0,0.09,0.024,0.04,0.4,5.1,0.016,0.018,0.132,0.07,13.0,0.0,0.0,0.01,0.0,3266,0
cherries swt cnd juc pk solliquids,54.0,0.91,0.004,0.02,13.81,1.5,12.31,14.0,0.58,12,22.0,131.0,3.0,0.1,0.073,0.061,0.0,2.5,0.018,0.024,0.406,0.03,4.0,0.0,6.0,0.23,0.0,5645,0
mcdonald's hash brown,271.0,2.48,2.327,16.3,28.56,2.8,0.54,19.0,0.56,20,99.0,341.0,580.0,0.34,0.093,0.153,0.4,5.6,0.127,0.032,1.733,0.18,0.0,0.0,0.0,2.14,0.0,2235,0
mush blue corn w ash (navajo),54.0,0.66,0.074,0.49,11.74,1.1,0.19,96.0,2.92,20,39.0,58.0,8.0,0.76,0.048,0.305,0.9,0.0,0.02,0.015,0.283,0.049,4.0,0.0,0.0,0,0.0,604,0
pumpkin  green  cylindrical ,24.617,0.87,0.05332,0.18,4.22,2.53,2.9,24.1,0.29,13.27,24.51,186.0,5.21,0.14,0.04,0.08,0.34,7.29,0.03,0.02,0.44,0.05,31.6,0.0,0.0,0.87,0.00107,1281,0
oranges raw with peel,63.0,1.3,0.035,3.0,15.5,4.5,0.0,70.0,0.8,14,22.0,196.0,2.0,0.11,0.057,0.0,,71.0,0.1,0.05,0.5,0.093,30.0,0.0,13.0,0,0.0,7037,0
cucumber  green  elongate ,19.598,0.71,0.06417,0.16,3.48,2.14,0.27,16.39,0.46,20.38,28.34,183.0,6.33,0.17,0.04,0.08,0.17,6.11,0.02,0.01,0.35,0.06,16.84,0.0,0.93,0.02,0.00126,8755,0
pokeberry shoots (poke) ckd bld drnd wsalt,20.0,2.3,0.0,0.4,3.1,1.5,1.6,53.0,1.2,14,33.0,184.0,254.0,0.19,0.126,0.336,0.9,82.0,0.07,0.25,1.1,0.111,9.0,0.0,435.0,0.85,0.0,1320,0
carrots ckd bld drnd wsalt,35.0,0.76,0.037,0.18,8.22,3.0,3.45,30.0,0.34,10,30.0,235.0,302.0,0.2,0.017,0.155,0.7,3.6,0.066,0.044,0.645,0.153,2.0,0.0,852.0,1.03,0.0,294,0
bitter gourd  jagged  teeth ridges  short ,18.881,1.34,0.139,0.24,2.53,3.49,0.06,16.27,1.08,32.14,44.9,282.0,12.59,0.31,0.12,0.25,4.97,50.87,0.06,0.04,0.29,0.04,51.45,0.0,7.1,0.03,0.0019,4659,0
chicken  poultry  breast  skinless,168.256,21.81,0.816,9.0,0.0,0.0,0.0,12.91,0.83,20.2,178.0,295.0,36.7,0.78,0.27,0.02,18.56,0.0,0.1,0.06,8.06,0.53,10.44,0.0,0.0,0.29,0.0,5029,0
broccoli frz spears ckd bld drnd wsalt,28.0,3.1,0.018,0.11,5.35,3.0,1.44,51.0,0.61,20,55.0,180.0,260.0,0.3,0.043,0.325,1.9,40.1,0.055,0.081,0.458,0.13,30.0,0.0,56.0,1.32,0.0,4521,0
soup crm of mushroom cnd cond,79.0,1.35,0.964,5.3,6.8,0.7,0.4,12.0,0.18,3,24.0,64.0,691.0,0.11,0.022,0.037,2.9,0.0,0.012,0.016,0.345,0.015,2.0,0.0,2.0,0.5,0.2,3830,0
babyfood fruit plums wtapioca wovit c str,71.0,0.1,0.0,0.0,19.7,1.2,13.34,6.0,0.2,4,6.0,85.0,0.0,0.08,0.037,0.0,0.4,1.1,0.008,0.0279999999999999,0.213,0.024,2.0,0.0,7.0,0.14,0.0,9836,0
